49,49,56,57,49,49,49,65,66,67,49,42,49,49,49,53,54,55,49,49,42,49
42,49,68,69,41,49,49,77,78,79,49,49,49,49,41,65,66,67,42,49,49,56
49,49,41,42,49,42,41,49,49,56,57,49,42,49,49,77,78,79,49,41,49,68
49,49,42,49,49,49,49,49,49,68,69,41,41,42,49,49,49,56,57,49,49,49
61,61,61,61,61,61,61,61,2,49,49,41,49,49,49,49,49,68,69,49,49,41
29,29,-1,-1,29,-1,-1,72,48,41,49,49,0,61,61,61,61,61,61,61,61,61
-1,30,29,-1,-1,-1,-1,-1,48,49,56,57,50,84,-1,-1,29,30,-1,-1,-1,-1
37,37,37,37,38,30,-1,72,48,41,68,69,50,-1,74,73,84,-1,-1,-1,30,-1
56,57,42,49,50,84,-1,29,60,61,2,49,50,-1,73,33,-1,-1,36,37,37,37
68,69,49,41,50,84,-1,-1,-1,72,48,49,50,84,29,72,73,-1,48,49,49,42
61,61,61,61,62,-1,-1,-1,29,-1,48,41,50,-1,73,-1,74,72,48,49,42,49
30,72,84,30,-1,-1,-1,-1,-1,72,48,42,50,29,-1,33,73,-1,48,56,57,49
-1,-1,-1,-1,-1,-1,72,84,-1,-1,48,49,50,-1,72,84,-1,29,48,68,69,53
37,38,-1,72,74,73,74,-1,-1,-1,48,42,50,-1,30,74,73,-1,48,41,49,65
57,50,-1,-1,74,-1,73,73,-1,-1,48,49,50,-1,73,73,73,72,48,42,49,77
