57,42,41,49,68,69,49,42,42,49,49,56,57,41,49,42,49,53,54,55,49,49
69,49,41,41,49,49,49,41,49,42,49,68,69,42,49,49,42,65,66,67,49,49
61,61,61,61,61,61,61,61,61,61,61,61,61,61,2,49,49,77,78,79,42,49
-1,-1,-1,-1,-1,29,30,-1,30,-1,-1,-1,-1,30,48,41,49,49,49,49,49,49
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,60,61,61,61,61,61,61,61
29,30,-1,30,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,30,-1,-1,30,-1,-1,30,-1
37,37,37,37,37,38,29,30,36,37,37,38,-1,-1,-1,30,-1,-1,-1,-1,-1,-1
57,49,42,49,41,50,-1,-1,48,49,41,50,-1,-1,36,37,37,37,37,37,37,37
69,49,49,42,49,50,30,-1,48,41,49,50,29,-1,48,49,49,49,41,56,57,49
49,42,0,61,61,62,-1,-1,48,56,57,50,-1,-1,48,42,41,49,49,68,69,49
49,41,50,29,30,-1,-1,-1,48,68,69,50,29,-1,60,61,61,61,61,61,61,61
41,49,50,30,-1,-1,-1,-1,48,49,49,50,-1,-1,-1,-1,-1,-1,-1,30,30,-1
61,61,62,-1,29,-1,-1,-1,48,42,49,50,-1,-1,-1,-1,-1,30,-1,30,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,48,41,41,50,-1,-1,36,37,37,37,37,37,37,37
-1,30,-1,-1,-1,-1,-1,-1,48,49,42,50,-1,-1,48,49,42,49,49,42,49,56
