49,42,49,65,66,67,42,49,77,78,79,49,49,56,57,49,68,69,49,49,42,56
41,41,42,77,78,79,49,49,49,49,49,42,49,68,69,49,49,49,42,49,49,68
56,57,49,49,42,0,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
68,69,56,57,49,50,30,-1,30,29,-1,-1,-1,-1,30,29,-1,-1,-1,-1,-1,-1
49,49,68,69,49,50,-1,30,29,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,-1
49,42,49,49,49,50,30,-1,-1,-1,30,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49,49,49,41,42,50,-1,29,-1,44,43,-1,30,43,44,-1,-1,-1,36,37,37,37
42,53,54,55,49,50,-1,-1,-1,43,44,-1,-1,44,43,-1,-1,29,48,41,49,56
49,65,66,67,49,50,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,48,56,57,68
49,77,78,79,49,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,48,68,69,41
49,42,49,56,57,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,48,49,42,49
54,55,41,68,69,50,30,-1,-1,-1,-1,-1,-1,-1,30,-1,29,-1,48,49,49,49
66,67,42,49,49,50,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,30,-1,60,61,61,61
78,79,49,49,41,50,29,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29
41,49,56,57,49,50,30,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
