49,65,66,67,41,50,29,-1,-1,-1,-1,-1,30,44,44,48,49,42,49,49,49,42
42,77,78,79,49,50,30,74,84,73,-1,-1,29,44,43,48,42,49,49,49,49,49
49,49,49,42,41,50,-1,73,74,-1,72,36,37,37,37,26,49,49,53,54,55,49
41,49,49,42,49,50,-1,74,-1,73,-1,48,49,49,49,49,49,42,65,66,67,41
49,49,41,49,49,50,29,-1,74,-1,29,48,42,49,56,57,49,49,77,78,79,49
61,61,61,61,62,62,84,73,-1,84,29,48,49,49,68,69,49,49,49,49,41,49
-1,-1,29,-1,-1,-1,-1,72,73,74,-1,48,49,49,42,41,49,56,57,49,49,49
29,-1,-1,-1,-1,-1,30,-1,29,-1,-1,48,56,57,49,49,49,68,69,41,53,54
37,37,37,37,37,37,37,37,38,-1,-1,48,68,69,49,49,49,49,42,49,65,66
49,42,49,49,49,49,49,49,50,-1,-1,48,49,42,41,49,42,49,49,49,77,78
41,49,49,49,49,42,41,49,50,43,44,48,41,49,49,49,41,53,54,55,49,49
49,49,49,49,49,56,57,49,50,44,44,48,49,42,49,49,49,65,66,67,49,49
54,55,49,41,49,68,69,49,50,43,44,48,49,53,54,55,49,77,78,79,49,56
66,67,42,49,42,49,49,49,50,43,43,48,49,65,66,67,49,49,49,49,42,68
78,79,49,49,49,49,49,42,50,44,43,48,49,77,78,79,49,42,49,49,49,49
