-1,-1,-1,-1,-1,-1,-1,29,48,56,57,50,-1,-1,48,49,41,53,54,55,49,68
-1,-1,-1,-1,-1,-1,-1,30,48,68,69,50,-1,-1,48,49,49,65,66,67,42,49
-1,-1,-1,-1,-1,29,-1,-1,48,49,41,50,30,-1,48,41,49,77,78,79,56,57
-1,-1,-1,-1,-1,-1,29,-1,60,61,61,62,29,-1,48,56,57,49,49,42,68,69
-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,30,29,48,68,69,49,42,49,41,49
-1,-1,29,-1,43,44,-1,-1,-1,-1,-1,30,-1,-1,48,49,49,42,41,53,54,55
-1,-1,-1,30,44,43,-1,-1,43,-1,-1,44,-1,29,48,49,49,41,49,65,66,67
37,37,37,37,37,38,-1,-1,-1,-1,-1,-1,-1,-1,48,42,49,49,49,77,78,79
49,56,57,49,42,12,-1,-1,-1,-1,-1,-1,-1,-1,60,61,61,61,61,61,61,61
55,68,69,49,49,12,-1,-1,44,-1,-1,43,-1,-1,-1,-1,29,-1,-1,30,-1,29
67,49,49,41,49,12,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,29
79,49,42,49,49,12,29,-1,30,-1,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1
49,42,41,42,49,24,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
41,49,53,54,55,49,41,49,49,49,42,49,49,42,49,56,57,49,49,42,49,49
49,49,65,66,67,42,49,49,49,49,56,57,41,41,49,68,69,49,41,49,42,42
