42,42,49,49,41,49,49,65,66,67,49,49,68,69,49,49,49,56,57,49,49,41
42,49,41,49,56,57,49,77,78,79,49,42,49,49,41,42,49,68,69,49,41,49
54,55,49,49,68,69,41,0,61,61,61,61,61,61,61,61,61,61,61,61,61,61
66,67,42,49,42,49,49,50,-1,-1,-1,-1,29,29,-1,-1,-1,-1,-1,30,-1,-1
78,79,42,41,49,49,49,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1
49,49,41,49,49,0,61,62,-1,30,-1,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1
57,42,49,49,49,50,30,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,29,-1
69,49,49,49,41,50,-1,-1,-1,30,29,-1,-1,-1,30,-1,-1,-1,-1,30,-1,-1
49,49,49,49,42,50,-1,-1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,-1,-1
41,49,56,57,49,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,37,37
54,55,68,69,49,24,37,37,37,38,-1,30,-1,-1,-1,-1,30,-1,-1,48,56,57
66,67,49,49,49,56,57,42,49,50,-1,-1,-1,-1,-1,29,29,-1,-1,48,68,69
78,79,49,49,42,68,69,49,41,50,-1,-1,36,37,37,37,37,37,37,26,49,49
49,41,49,49,49,49,49,42,49,50,29,-1,48,49,41,42,49,56,57,49,49,41
49,49,41,49,56,57,49,49,49,50,-1,-1,48,49,53,54,55,68,69,41,49,49
