49,42,77,78,79,49,56,57,41,49,68,69,49,49,41,49,53,54,55,49,41,49
49,56,57,49,41,49,68,69,49,41,42,49,49,49,49,42,65,66,67,49,49,49
49,68,69,49,42,49,49,42,49,49,49,49,49,41,49,49,77,78,79,49,56,57
49,49,41,0,61,61,61,61,61,61,61,61,61,61,61,61,61,2,49,41,68,69
49,49,49,12,29,30,29,-1,-1,-1,-1,29,30,-1,-1,30,30,48,41,49,49,49
61,61,61,62,30,-1,-1,-1,-1,29,-1,-1,-1,-1,-1,-1,29,60,61,61,61,61
-1,30,-1,-1,-1,-1,-1,-1,43,44,44,43,44,-1,-1,-1,-1,-1,-1,29,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,44,44,43,43,44,-1,-1,-1,-1,-1,-1,-1,-1,29
37,37,37,38,29,-1,-1,30,-1,-1,-1,-1,-1,-1,30,-1,-1,36,37,37,37,37
49,42,49,50,29,30,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,29,14,49,42,56,57
57,49,41,24,37,37,37,37,37,37,37,37,37,37,37,37,37,26,41,41,68,69
69,49,49,49,49,42,49,41,49,49,41,53,54,55,42,49,49,56,57,49,49,42
49,56,57,49,49,49,49,42,42,49,49,65,66,67,49,41,49,68,69,49,49,53
49,68,69,49,41,53,54,55,49,42,49,77,78,79,56,57,49,49,49,42,49,65
42,41,49,49,49,65,66,67,49,49,41,49,49,49,68,69,42,49,49,49,49,77
